Firebird	Bird Strike	bird-l	c	19	Disc010b	g	n	[
CDS	Birdie Barrage	BIRDIE	c	19	AltD002b	g	n	I
Blue Ribbon	Birdie Barrage	GOLF	c	19	AltD006a	s	n	\
Power House	Birdie Barrage	hercule	c	19	Disc038a	g	n	E
CDS	Birdie Barrage v2	birdie	c	19	Disc034a	g	n	D
inspiring software	Birdies	Bird-in	C	19	Disc155a	G	N	Z
Unknown	Birds	BIRDS	c	19	Disc113b	g	n	B
Romik	Birds Of Prey	inst	c	19	Disc027a	g	n	B
The micro user	Birthday	BIRTH-I	C	19	Disc175a	G	N	T
BBC Soft	Bismarck?#STD	BISMARC	c	19	Disc127a	g	n	_
